City_ID,City,Country,Date,Latitude,Longitude,Cloudiness,Humidity,Max Temperature,Wind Speed
354,Verkhnyaya Inta,RU,1621323728,65.9811,60.3094,97,33,46.71,4.47
355,Makhachkala,RU,1621323610,42.9764,47.5024,5,55,77.02,26.26
356,Luwuk,ID,1621323728,-0.9516,122.7875,97,79,82.63,5.5
357,Zhigansk,RU,1621323729,66.7697,123.3711,100,55,36.43,7.78
358,Buchanan,LR,1621323729,5.8808,-10.0467,99,82,78.76,3.36
359,Mezhdurechensk,RU,1621323730,53.6942,88.0603,93,77,68.79,14.07
360,Hays,US,1621323730,30.0502,-98.0336,100,93,74.37,5.01
361,Saint-Maximin-la-Sainte-Baume,FR,1621323731,43.4521,5.8622,33,44,62.85,9.51
362,Atar,MR,1621323731,20.5169,-13.0499,84,19,89.47,18.92
363,Nagornyy,RU,1621323731,52.7959,83.5498,55,30,81.75,18.5
364,Praia da Vitória,PT,1621323732,38.7333,-27.0667,75,88,61.75,16.42
365,Ust-Tsilma,RU,1621323732,65.441,52.1498,87,47,62.33,6.91
366,Briançon,FR,1621323732,44.9,6.65,41,58,56.95,3.47
367,Joshīmath,IN,1621323733,30.5667,79.5667,100,61,70.77,4.68
368,Turukhansk,RU,1621323733,65.8167,87.9833,100,50,35.33,10.96
369,Padang,ID,1621323734,-0.9492,100.3543,100,68,82.45,3.76
370,Kendal,GB,1621323691,54.3268,-2.7476,99,81,54.1,2.91
371,Geraldton,AU,1621323734,-28.7667,114.6,90,55,77.41,5.3
372,Koster,ZA,1621323734,-25.863,26.8976,0,24,62.28,8.34
373,Yunguyo,PE,1621323735,-16.25,-69.0833,97,88,37.13,5.12
374,Camacha,PT,1621323735,33.0833,-16.3333,75,72,65.16,12.66
375,Srednekolymsk,RU,1621323736,67.45,153.6833,39,74,43.99,4.0
376,Koundara,GN,1621323736,12.4833,-13.3,100,51,82.71,6.4
377,Potosí,BO,1621323737,-19.5836,-65.7531,15,92,36.21,3.38
378,Necochea,AR,1621323737,-38.5473,-58.7368,95,81,49.32,3.36
379,Pontal do Paraná,BR,1621323737,-25.6533,-48.5128,99,90,62.26,3.6
380,Springfield,US,1621323688,37.2153,-93.2982,20,95,67.21,5.99
381,Usinsk,RU,1621323738,65.9939,57.5281,99,33,48.36,0.78
382,Ambon City,ID,1621323738,-3.6954,128.1814,40,85,85.87,13.51
383,Sanguéya,GN,1621323739,10.7,-14.3667,80,69,80.06,3.69
384,Arrondissement de Dinan,FR,1621323739,48.4167,-2.25,21,71,54.21,9.35
385,Kachug,RU,1621323740,53.9606,105.8817,100,43,53.01,12.1
386,Kodra,UA,1621323740,50.5949,29.5587,99,69,70.43,6.31
387,Shenjiamen,CN,1621323486,29.9576,122.298,98,75,63.99,1.03
388,Aswān,EG,1621323741,24.0934,32.907,0,16,92.91,9.44
389,Alenquer,BR,1621323741,-1.9417,-54.7383,100,98,79.14,5.57
390,Yangi Marg`ilon,UZ,1621323741,40.4272,71.7189,0,16,86.72,4.61
391,Oodweyne,SO,1621323742,9.4092,45.064,92,39,87.15,16.06
392,Khovd,MN,1621323742,48.0056,91.6419,42,23,69.46,5.21
393,Kundgol,IN,1621323742,15.25,75.25,100,48,86.2,20.27
394,Richards Bay,ZA,1621323743,-28.783,32.0377,0,63,71.24,6.85
395,Nagato,JP,1621323743,34.3833,131.2,96,87,67.95,7.0
396,Cockburn Town,TC,1621323642,21.4612,-71.1419,99,74,79.83,15.68
397,Kamenka,RU,1621323744,51.3223,42.7678,33,40,79.03,16.53
398,Podosinovets,RU,1621323744,60.2776,47.0659,35,51,69.31,6.13
399,Borba,BR,1621323745,-4.3878,-59.5939,73,99,71.83,1.28
400,Pandan,PH,1621323745,14.0453,124.1694,54,79,84.42,10.33
401,Iquique,CL,1621323555,-20.2208,-70.1431,10,76,59.04,2.53
402,Rawson,AR,1621323746,-43.3002,-65.1023,35,71,50.56,11.7
403,Zlobin,HR,1621323747,45.2924,14.6541,0,58,59.38,4.32
404,Kilindoni,TZ,1621323748,-7.9139,39.6668,75,78,80.65,12.82
405,Tessalit,ML,1621323748,20.1986,1.0114,7,8,98.83,9.13
406,Saint-Leu,RE,1621323748,-21.15,55.2833,0,65,81.46,4.32
407,Mandalgovi,MN,1621323749,45.7625,106.2708,97,18,70.45,14.83
408,Vad,RU,1621323749,55.5301,44.2114,14,55,77.38,12.1
409,Daru,PG,1621323749,-9.0763,143.2092,100,89,79.93,16.53
410,Anshun,CN,1621323750,26.25,105.9333,100,87,59.38,5.28
411,Soure,BR,1621323750,-0.7167,-48.5233,100,88,75.92,3.24
412,Keti Bandar,PK,1621323751,24.1447,67.4497,100,35,98.87,8.14
413,Vodnyy,RU,1621323751,63.5046,53.4095,0,36,64.11,3.04
414,Yuncheng,CN,1621323751,35.0231,110.9928,60,24,81.75,1.54
415,Hobyo,SO,1621323752,5.3505,48.5268,100,64,87.17,21.05
416,Yashkul',RU,1621323752,46.1711,45.3435,100,49,74.37,16.28
417,Hāflong,IN,1621323753,25.1833,93.0333,92,57,87.12,1.79
418,Najrān,SA,1621323753,17.4924,44.1277,5,12,93.85,9.75
419,São Félix do Xingu,BR,1621323753,-6.6447,-51.995,100,97,70.32,0.6
420,Along,IN,1621323754,28.1667,94.7667,100,97,71.46,1.81
421,Igarka,RU,1621323754,67.4667,86.5833,100,75,28.17,14.27
422,Gariāband,IN,1621323755,20.635,82.0614,97,21,106.07,7.27
423,Hamilton,US,1621323464,39.1834,-84.5333,90,95,60.24,5.01
424,Jiuquan,CN,1621323755,39.7432,98.5174,100,38,61.79,6.17
425,Mīnāb,IR,1621323755,27.1467,57.0801,2,11,103.5,6.22
426,Bubaque,GW,1621323756,11.2833,-15.8333,82,75,77.63,13.35
427,Kaeo,NZ,1621323756,-35.1,173.7833,70,65,55.33,9.44
428,Newport,GB,1621323757,51.5877,-2.9984,50,78,56.08,10.04
429,Comodoro Rivadavia,AR,1621323757,-45.8667,-67.5,0,87,41.0,1.14
430,Mocuba,MZ,1621323758,-16.8392,36.9856,6,62,79.56,4.12
431,Salina Cruz,MX,1621323758,16.1667,-95.2,91,77,82.76,11.77
432,Grajaú,BR,1621323485,-5.8194,-46.1386,74,86,72.36,1.43
433,Champerico,GT,1621323759,14.3,-91.9167,27,77,81.72,5.44
434,Evensk,RU,1621323759,61.95,159.2333,100,97,35.2,10.31
435,Kavaratti,IN,1621323760,10.5669,72.642,100,82,81.64,14.67
436,Vila do Maio,CV,1621323760,15.1333,-23.2167,57,86,72.39,17.31
437,Rumuruti,KE,1621323761,0.267,36.5389,100,54,72.9,9.55
438,Inírida,CO,1621323761,3.8653,-67.9239,90,99,71.33,2.44
439,Rocha,UY,1621323761,-34.4833,-54.3333,84,90,46.6,4.99
440,Manokwari,ID,1621323762,-0.8667,134.0833,78,80,81.28,4.88
441,Petropavlovsk-Kamchatskiy,RU,1621323519,53.0452,158.6483,1,66,57.79,6.24
442,Heihe,CN,1621323762,50.2441,127.4902,100,64,59.58,7.05
443,Onega,RU,1621323763,63.9061,38.1404,100,53,68.61,15.75
444,Kabalo,CD,1621323763,-6.05,26.9167,97,49,82.78,7.43
445,Rāpar,IN,1621323764,23.5667,70.6333,100,91,76.53,37.45
446,Boa Vista,BR,1621323764,2.8197,-60.6733,40,88,76.98,8.05
447,Tommot,RU,1621323765,58.9564,126.2925,98,38,42.13,7.81
448,Río Gallegos,AR,1621323765,-51.6226,-69.2181,75,87,46.45,4.61
449,Inhambane,MZ,1621323765,-23.865,35.3833,40,61,78.8,4.61
450,Honningsvåg,NO,1621323766,70.9821,25.9704,100,96,41.58,20.65
451,Gimli,CA,1621323766,50.6336,-96.9907,5,34,68.02,13.8
452,Maltahöhe,NA,1621323767,-24.8333,16.9833,0,21,68.79,6.29
453,Sakaiminato,JP,1621323767,35.55,133.2333,75,94,66.13,8.05
454,Mandera,KE,1621323767,3.9366,41.867,100,38,89.58,19.82
455,Wagga Wagga,AU,1621323768,-35.1167,147.3667,0,65,54.01,3.67
456,Harpālpur,IN,1621323768,25.2884,79.3347,43,44,91.9,7.9
457,Paciran,ID,1621323769,-6.8767,112.3761,98,58,87.6,5.35
458,Haines Junction,CA,1621323769,60.7522,-137.5108,67,70,42.75,9.22
459,Carutapera,BR,1621323728,-1.195,-46.02,97,94,74.17,2.46
460,Guerrero Negro,MX,1621323769,27.9769,-114.0611,92,78,60.89,19.91
461,Qaryat Sulūq,LY,1621323770,31.6682,20.2521,0,17,84.18,4.5
462,Port Keats,AU,1621323771,-14.25,129.55,0,41,83.12,7.72
463,Ribeira Grande,PT,1621323771,38.5167,-28.7,75,94,63.0,17.27
464,Namatanai,PG,1621323771,-3.6667,152.4333,17,79,82.47,11.23
465,Viseu,PT,1621323772,40.661,-7.9097,91,74,59.86,3.98
466,Margate,GB,1621323772,51.3813,1.3862,29,77,54.88,8.86
467,Trairi,BR,1621323552,-3.2778,-39.2689,14,90,73.98,7.7
468,Neiafu,TO,1621323773,-18.65,-173.9833,14,81,79.56,18.37
469,Bāfq,IR,1621323773,31.6128,55.4107,0,10,92.88,4.63
470,Grand-Santi,GF,1621323774,4.25,-54.3833,86,100,71.33,2.06
471,Coyhaique,CL,1621323774,-45.5752,-72.0662,0,93,42.75,2.3
472,Matara,LK,1621323617,5.9485,80.5353,13,62,89.13,12.08
473,Coquimbo,CL,1621323775,-29.9533,-71.3436,90,92,58.73,3.22
474,Cam Ranh,VN,1621323775,11.9214,109.1591,20,67,89.56,6.71
475,Acaraú,BR,1621323776,-2.8856,-40.12,5,90,75.11,10.02
476,Rantepao,ID,1621323776,-2.9701,119.8978,100,84,76.42,3.71
477,Pirapora,BR,1621323776,-17.345,-44.9419,86,72,62.85,0.87
478,Saquena,PE,1621323777,-4.6667,-73.5167,100,99,71.11,1.48
479,Laela,TZ,1621323777,-8.5667,32.05,98,58,71.4,3.87
